id,name,description,price,stock,category,image
165,Men Leather Oxford Shoes,"Genuine leather, lace-up, rubber sole, formal/casual, sizes 39-45",65000.00,30,Fashion Men,products/p165.jpg
166,Men Running Sneakers Nike,"Lightweight mesh upper, cushioned sole, breathable, sizes 39-45",35000.00,45,Fashion Men,products/p166.jpg
167,Men Leather Belt,"Genuine leather belt, automatic buckle, 3.5cm width, black/brown",9500.00,70,Fashion Men,products/p167.jpg
168,Men Casual Hoodie,"Fleece hoodie, kangaroo pocket, drawstring, sizes S-XXL, grey/black",15000.00,55,Fashion Men,products/p168.jpg
169,Men Denim Jeans Slim,"Stretch denim, slim fit, 5-pocket, dark blue/black, sizes 28-38",16000.00,65,Fashion Men,products/p169.jpg
170,Men Suit 2-Piece,"Polyester-wool blend, slim fit, 2-button, navy/charcoal, sizes 36-52",85000.00,20,Fashion Men,products/p170.jpg
171,Men Wrist Watch Casio,"Casio MTP-V001, analog, stainless steel, water resistant 50m",22000.00,40,Fashion Men,products/p171.jpg
172,Men Sunglasses Polarized,"UV400 polarized lenses, metal frame, unisex, comes with case",8000.00,50,Fashion Men,products/p172.jpg
173,Men Backpack 30L,"Water-resistant polyester, laptop compartment 15.6in, USB port, black",25000.00,35,Fashion Men,products/p173.jpg
174,Men Adidas Track Suit,"Polyester track suit, zip jacket + pants, sizes S-XXL, 3 stripes",28000.00,40,Fashion Men,products/p174.jpg
175,Men Leather Wallet,"Genuine leather bifold wallet, 8 card slots, RFID blocking, slim",12000.00,60,Fashion Men,products/p175.jpg
176,Men Formal Trousers,"Polyester-wool blend, flat front, slim fit, black/grey, sizes 28-38",14000.00,50,Fashion Men,products/p176.jpg
177,Men Casual T-Shirt Pack 3,"100% cotton crew neck t-shirts, 3-pack, white/black/grey, S-XXL",12000.00,80,Fashion Men,products/p177.jpg
178,Men Leather Loafers,"Genuine leather slip-on loafers, rubber sole, sizes 39-45, brown",45000.00,25,Fashion Men,products/p178.jpg
179,Men Sports Shorts,"Polyester sports shorts, elastic waist, 2 pockets, sizes S-XXL",6500.00,70,Fashion Men,products/p179.jpg
180,Men Winter Jacket,"Padded winter jacket, water-resistant, hood, sizes S-XXL, black/navy",35000.00,30,Fashion Men,products/p180.jpg
181,Men Tie Silk,"100% polyester silk tie, 8cm width, multiple patterns, gift box",8000.00,45,Fashion Men,products/p181.jpg
182,Men Dress Shoes Formal,"Patent leather Oxford, lace-up, rubber sole, sizes 39-45, black",55000.00,20,Fashion Men,products/p182.jpg
183,Men Cargo Pants,"Cotton cargo pants, 6 pockets, relaxed fit, khaki/black, sizes 28-38",16000.00,45,Fashion Men,products/p183.jpg
184,Men Swim Shorts,"Quick-dry polyester swim shorts, elastic waist, sizes S-XXL, multi",8500.00,40,Fashion Men,products/p184.jpg
185,Men Wool Sweater,"Merino wool blend sweater, crew neck, sizes S-XXL, grey/navy/black",22000.00,30,Fashion Men,products/p185.jpg
186,Men Cap Baseball,"Cotton baseball cap, adjustable strap, embroidered logo, multi-color",5000.00,80,Fashion Men,products/p186.jpg
187,Men Socks Pack 6,"Cotton ankle socks, 6-pack, sizes 40-46, white/black/mixed colors",4500.00,100,Fashion Men,products/p187.jpg
188,Men Underwear Pack 3,"Cotton boxer briefs, 3-pack, sizes S-XXL, comfortable waistband",7500.00,90,Fashion Men,products/p188.jpg
189,Men Formal Blazer,"Polyester-wool blazer, single button, slim fit, navy/black, S-XXL",45000.00,25,Fashion Men,products/p189.jpg
190,Men Sandals Leather,"Genuine leather sandals, adjustable strap, rubber sole, sizes 39-45",18000.00,35,Fashion Men,products/p190.jpg
191,Men Gym Bag 40L,"Polyester gym bag, shoe compartment, wet pocket, shoulder strap",18000.00,30,Fashion Men,products/p191.jpg
192,Women Floral Maxi Dress,"Chiffon floral print, V-neck, sleeveless, flowy, sizes XS-XL",14000.00,50,Fashion Women,products/p192.jpg
193,Women Office Blazer,"Structured blazer, single button, slim fit, black/navy/grey, XS-XL",28000.00,30,Fashion Women,products/p193.jpg
194,Women High Waist Jeans,"Stretch denim, high waist, skinny fit, blue/black, sizes 26-34",16000.00,55,Fashion Women,products/p194.jpg
195,Women Leather Handbag,"PU leather tote bag, spacious, zip closure, shoulder strap, black",22000.00,40,Fashion Women,products/p195.jpg
196,Women Heeled Sandals,"Block heel 7cm, ankle strap, faux leather, sizes 36-41, nude/black",18000.00,35,Fashion Women,products/p196.jpg
197,Women Sports Leggings,"High waist compression, moisture-wicking, 4-way stretch, XS-XL",9500.00,70,Fashion Women,products/p197.jpg
198,Women Silk Blouse,"100% polyester satin blouse, V-neck, long sleeve, elegant, XS-XL",11000.00,45,Fashion Women,products/p198.jpg
199,Women Sneakers White,"Canvas sneakers, rubber sole, lace-up, classic white, sizes 36-41",18000.00,40,Fashion Women,products/p199.jpg
200,Women Crossbody Bag,"Small crossbody bag, adjustable strap, multiple pockets, trendy",12000.00,50,Fashion Women,products/p200.jpg
201,Women Wrist Watch Elegant,"Rose gold case, leather strap, quartz movement, water resistant",28000.00,25,Fashion Women,products/p201.jpg
202,Women Perfume 100ml,"Floral-fruity fragrance, long-lasting 8hrs, elegant bottle, gift-ready",35000.00,30,Fashion Women,products/p202.jpg
203,Women Ankara Dress,"African print Ankara fabric, fitted bodice, flared skirt, custom sizes",20000.00,40,Fashion Women,products/p203.jpg
204,Women Cardigan Knit,"Soft knit cardigan, open front, long sleeve, sizes XS-XL, multi-color",14000.00,45,Fashion Women,products/p204.jpg
205,Women Flat Shoes Ballet,"Faux leather ballet flats, cushioned insole, sizes 36-41, black/nude",12000.00,50,Fashion Women,products/p205.jpg
206,Women Bodycon Dress,"Stretch bodycon midi dress, sleeveless, sizes XS-XL, black/red/navy",16000.00,40,Fashion Women,products/p206.jpg
207,Women Tote Bag Canvas,"Canvas tote bag, zip closure, inner pocket, shoulder strap, natural",8500.00,60,Fashion Women,products/p207.jpg
208,Women Running Shoes,"Lightweight mesh, cushioned sole, breathable, sizes 36-41, pink/white",28000.00,35,Fashion Women,products/p208.jpg
209,Women Wrap Skirt,"Chiffon wrap skirt, midi length, floral print, sizes XS-XL, multi",10000.00,45,Fashion Women,products/p209.jpg
210,Women Sunglasses Cat Eye,"UV400 cat eye sunglasses, metal frame, gradient lens, with case",7500.00,55,Fashion Women,products/p210.jpg
211,Women Hoodie Oversized,"Fleece oversized hoodie, kangaroo pocket, sizes XS-XL, pastel colors",16000.00,50,Fashion Women,products/p211.jpg
212,Women Formal Trousers,"High waist straight leg trousers, polyester, sizes XS-XL, black/grey",14000.00,40,Fashion Women,products/p212.jpg
213,Women Bikini Set,"2-piece bikini, adjustable straps, sizes XS-XL, multi-color prints",12000.00,35,Fashion Women,products/p213.jpg
214,Women Leather Jacket,"Faux leather biker jacket, zip closure, sizes XS-XL, black/brown",35000.00,20,Fashion Women,products/p214.jpg
215,Women Hair Accessories Set,"Scrunchies + clips + headbands set, 20 pieces, multi-color",5000.00,80,Fashion Women,products/p215.jpg
216,Women Scarf Silk,"100% polyester silk scarf, 90x90cm, multi-pattern, gift-ready",8000.00,50,Fashion Women,products/p216.jpg
217,Women Jumpsuit,"Sleeveless wide-leg jumpsuit, V-neck, sizes XS-XL, black/white/navy",18000.00,35,Fashion Women,products/p217.jpg
218,Women Sandals Flat,"Faux leather flat sandals, ankle strap, sizes 36-41, tan/black/white",10000.00,50,Fashion Women,products/p218.jpg
219,Women Clutch Bag Evening,"Satin evening clutch, chain strap, rhinestone detail, multi-color",9500.00,40,Fashion Women,products/p219.jpg
220,Women Yoga Pants,"High waist yoga pants, 4-way stretch, moisture-wicking, XS-XL",11000.00,55,Fashion Women,products/p220.jpg
221,Women Winter Coat,"Wool blend long coat, belt, sizes XS-XL, camel/black/grey",45000.00,20,Fashion Women,products/p221.jpg
222,Inyange Milk 1L,"Fresh whole milk, pasteurized, 1 liter pack, locally produced Rwanda",1200.00,200,Groceries & Food,products/p222.jpg
223,Inyange Yogurt 500ml,"Strawberry/vanilla/plain yogurt, 500ml, no preservatives, chilled",1500.00,150,Groceries & Food,products/p223.jpg
224,Akabanga Chili Oil 50ml,"Rwanda's famous hot chili oil, 50ml bottle, authentic Rwandan flavor",2500.00,300,Groceries & Food,products/p224.jpg
225,Isange Rice 5kg,"Premium long grain white rice, 5kg bag, locally grown in Rwanda",6500.00,100,Groceries & Food,products/p225.jpg
226,Cooking Oil Kimbo 2L,"Refined vegetable cooking oil, 2 liters, cholesterol-free",4500.00,120,Groceries & Food,products/p226.jpg
227,Nido Milk Powder 400g,"Full cream milk powder, 400g tin, fortified with vitamins A & D",5500.00,80,Groceries & Food,products/p227.jpg
228,Lipton Yellow Label Tea 100,"Black tea bags, 100 pack, classic blend, rich flavor",3500.00,150,Groceries & Food,products/p228.jpg
229,Nescafe Classic 200g,"Instant coffee, 200g jar, rich aroma, smooth taste",6000.00,90,Groceries & Food,products/p229.jpg
230,Indomie Noodles 70g x10,"Instant noodles, chicken flavor, 10-pack bundle, quick meal",3000.00,200,Groceries & Food,products/p230.jpg
231,Colgate Toothpaste 150ml,"Cavity protection toothpaste, fluoride, fresh mint, 150ml",2200.00,180,Groceries & Food,products/p231.jpg
232,Ariel Detergent 1kg,"Washing powder, 1kg, removes tough stains, fresh scent",3800.00,130,Groceries & Food,products/p232.jpg
233,Dettol Soap 3-Pack,"Antibacterial bar soap, 3x100g, original scent, kills 99.9% germs",2800.00,200,Groceries & Food,products/p233.jpg
234,Heinz Tomato Ketchup 570g,"Classic tomato ketchup, 570g squeeze bottle, no artificial colors",4200.00,100,Groceries & Food,products/p234.jpg
235,Pringles Original 165g,"Crispy potato chips, original flavor, 165g can, perfect snack",3500.00,120,Groceries & Food,products/p235.jpg
236,Coca-Cola 1.5L,"Carbonated soft drink, 1.5L bottle, chilled and refreshing",1800.00,250,Groceries & Food,products/p236.jpg
237,Inyange Butter 250g,"Pure cow butter, 250g, unsalted, locally produced in Rwanda",3500.00,100,Groceries & Food,products/p237.jpg
238,Isange Maize Flour 2kg,"Fine maize flour, 2kg, for ugali/porridge, locally milled Rwanda",2500.00,150,Groceries & Food,products/p238.jpg
239,Kimbo Cooking Fat 500g,"Vegetable cooking fat, 500g, for frying and baking, white",2800.00,120,Groceries & Food,products/p239.jpg
240,Nestle Milo 400g,"Chocolate malt drink powder, 400g tin, energy drink for kids",5500.00,90,Groceries & Food,products/p240.jpg
241,Lipton Green Tea 25 bags,"Green tea bags, 25 pack, antioxidant-rich, light refreshing taste",2500.00,120,Groceries & Food,products/p241.jpg
242,Nescafe 3-in-1 x10,"Instant coffee sachets, 3-in-1, 10 pack, coffee+milk+sugar",3000.00,150,Groceries & Food,products/p242.jpg
243,Sprite 1.5L,"Lemon-lime carbonated soft drink, 1.5L bottle, refreshing",1800.00,200,Groceries & Food,products/p243.jpg
244,Fanta Orange 1.5L,"Orange carbonated soft drink, 1.5L bottle, fruity and sweet",1800.00,200,Groceries & Food,products/p244.jpg
245,Omo Detergent 1kg,"Washing powder, 1kg, active clean, removes tough stains, fresh",3500.00,130,Groceries & Food,products/p245.jpg
246,Sunlight Dish Soap 750ml,"Dish washing liquid, 750ml, lemon scent, cuts grease fast",2500.00,150,Groceries & Food,products/p246.jpg
247,Dettol Liquid Soap 250ml,"Antibacterial liquid hand soap, 250ml pump, original scent",3000.00,120,Groceries & Food,products/p247.jpg
248,Kellogg's Corn Flakes 500g,"Breakfast cereal, 500g, fortified with vitamins, crispy flakes",5500.00,80,Groceries & Food,products/p248.jpg
249,Quaker Oats 1kg,"Rolled oats, 1kg, high fiber, heart healthy, quick cook",4500.00,90,Groceries & Food,products/p249.jpg
250,Cadbury Bournvita 500g,"Chocolate malt drink, 500g, calcium + vitamins, energy boost",5000.00,85,Groceries & Food,products/p250.jpg
251,Royco Beef Cubes x24,"Beef seasoning cubes, 24 pack, rich flavor, for soups and stews",2000.00,200,Groceries & Food,products/p251.jpg
252,Maggi Tomato Paste 400g,"Concentrated tomato paste, 400g tin, rich color and flavor",2500.00,150,Groceries & Food,products/p252.jpg
253,Soya Chunks 500g,"Textured soya protein, 500g, high protein, meat substitute",3500.00,100,Groceries & Food,products/p253.jpg
254,Groundnut Paste 500g,"Pure groundnut paste, 500g, no additives, locally made Rwanda",3000.00,120,Groceries & Food,products/p254.jpg
255,Honey Pure 500g,"Pure natural honey, 500g jar, locally harvested Rwanda, no additives",8500.00,60,Groceries & Food,products/p255.jpg
256,Isange Wheat Flour 2kg,"All-purpose wheat flour, 2kg, for bread/cakes/chapati, fine grind",3000.00,130,Groceries & Food,products/p256.jpg
257,Nivea Body Lotion 400ml,"Moisturizing body lotion, shea butter, 400ml, 48hr moisture",5500.00,80,Health & Beauty,products/p257.jpg
258,Neutrogena Face Wash 200ml,"Oil-free acne wash, salicylic acid, 200ml, gentle daily cleanser",8500.00,60,Health & Beauty,products/p258.jpg
259,Garnier Vitamin C Serum 30ml,"Brightening serum, 30ml, vitamin C + niacinamide, reduces dark spots",12000.00,50,Health & Beauty,products/p259.jpg
260,Dove Shampoo 400ml,"Moisturizing shampoo, 400ml, intensive repair, for dry/damaged hair",5000.00,90,Health & Beauty,products/p260.jpg
261,Oral-B Electric Toothbrush,"Rechargeable, 2 modes, 2-min timer, removes 100% more plaque",35000.00,25,Health & Beauty,products/p261.jpg
262,Centrum Multivitamin 30tabs,"Complete multivitamin, 30 tablets, vitamins A-Z, immune support",8000.00,70,Health & Beauty,products/p262.jpg
263,Vaseline Petroleum Jelly 250g,"Pure petroleum jelly, 250g, heals dry skin, lips, elbows",3500.00,120,Health & Beauty,products/p263.jpg
264,Gillette Fusion Razor,"5-blade precision razor, lubricating strip, FlexBall, 2 cartridges",9500.00,55,Health & Beauty,products/p264.jpg
265,Maybelline Lipstick,"Superstay matte ink lipstick, 16hr wear, 20 shades, transfer-proof",7500.00,65,Health & Beauty,products/p265.jpg
266,Dettol Sanitizer 500ml,"Alcohol-based hand sanitizer, 500ml pump, kills 99.9% bacteria",4500.00,100,Health & Beauty,products/p266.jpg
267,Nivea Men Face Wash 100ml,"Oil control face wash, 100ml, charcoal, deep cleansing, for men",4500.00,70,Health & Beauty,products/p267.jpg
268,L'Oreal Shampoo 400ml,"Elvive extraordinary oil shampoo, 400ml, for dry/damaged hair",6500.00,60,Health & Beauty,products/p268.jpg
269,Garnier Micellar Water 400ml,"Micellar cleansing water, 400ml, removes makeup, no rinse needed",7500.00,55,Health & Beauty,products/p269.jpg
270,Dove Body Wash 500ml,"Moisturizing body wash, 500ml, shea butter, gentle on skin",5500.00,75,Health & Beauty,products/p270.jpg
271,Colgate Mouthwash 500ml,"Antibacterial mouthwash, 500ml, kills 99.9% germs, fresh breath",4500.00,80,Health & Beauty,products/p271.jpg
272,Pantene Conditioner 400ml,"Repair and protect conditioner, 400ml, for damaged hair, keratin",5500.00,65,Health & Beauty,products/p272.jpg
273,Neutrogena Sunscreen SPF50,"Sunscreen lotion, SPF50, 88ml, broad spectrum UVA/UVB protection",8500.00,50,Health & Beauty,products/p273.jpg
274,Maybelline Foundation,"Fit Me matte + poreless foundation, 30ml, 40 shades, SPF22",9500.00,55,Health & Beauty,products/p274.jpg
275,Revlon Mascara,"Volume + length mascara, waterproof, 8ml, black, buildable formula",7000.00,60,Health & Beauty,products/p275.jpg
276,Gillette Venus Razor Women,"3-blade women's razor, moisture ribbon, 2 cartridges, ergonomic",8500.00,50,Health & Beauty,products/p276.jpg
277,Dettol Antiseptic Liquid 500ml,"Antiseptic liquid, 500ml, for wounds/skin/surface disinfection",5500.00,90,Health & Beauty,products/p277.jpg
278,Nivea Lip Balm SPF15,"Moisturizing lip balm, SPF15, 4.8g, essential care, 24hr moisture",2500.00,100,Health & Beauty,products/p278.jpg
279,Garnier BB Cream 50ml,"All-in-one BB cream, SPF25, 50ml, moisturize+cover+protect",8000.00,55,Health & Beauty,products/p279.jpg
280,Dove Deodorant 150ml,"Antiperspirant deodorant spray, 150ml, 48hr protection, gentle",4500.00,80,Health & Beauty,products/p280.jpg
281,Oral-B Toothbrush 3-Pack,"Soft bristle toothbrush, 3-pack, indicator bristles, ergonomic",5500.00,70,Health & Beauty,products/p281.jpg
282,Centrum Women Multivitamin,"Women's multivitamin, 60 tablets, iron + folic acid + vitamins",12000.00,45,Health & Beauty,products/p282.jpg
283,Bioderma Sensibio H2O 250ml,"Micellar water, 250ml, for sensitive skin, removes makeup gently",15000.00,35,Health & Beauty,products/p283.jpg
284,The Ordinary Niacinamide 30ml,"10% niacinamide + 1% zinc serum, 30ml, reduces pores + blemishes",12000.00,40,Health & Beauty,products/p284.jpg
285,Cetaphil Moisturizing Cream 250g,"Gentle moisturizing cream, 250g, for sensitive/dry skin, fragrance-free",14000.00,40,Health & Beauty,products/p285.jpg
286,Himalaya Face Wash 150ml,"Purifying neem face wash, 150ml, removes oil and impurities, gentle",4500.00,75,Health & Beauty,products/p286.jpg
287,Nike Air Max Running Shoes,"Air Max cushioning, breathable mesh, sizes 39-46, black/white/red",85000.00,30,Sports & Fitness,products/p287.jpg
288,Adidas Training T-Shirt,"Climalite moisture-wicking, slim fit, sizes S-XXL, multi-color",18000.00,60,Sports & Fitness,products/p288.jpg
289,Yoga Mat 6mm,"Non-slip TPE yoga mat, 183x61cm, 6mm thick, carrying strap",15000.00,45,Sports & Fitness,products/p289.jpg
290,Adjustable Dumbbell Set 20kg,"Adjustable dumbbell pair, 2x10kg, cast iron, rubber grip",65000.00,20,Sports & Fitness,products/p290.jpg
291,Jump Rope Speed,"Speed jump rope, ball bearings, adjustable length, foam handles",5500.00,80,Sports & Fitness,products/p291.jpg
292,Resistance Bands Set 5pcs,"5 resistance levels, latex bands, door anchor + handles included",12000.00,55,Sports & Fitness,products/p292.jpg
293,Football Adidas Size 5,"FIFA quality pro football, size 5, thermally bonded, all-weather",22000.00,35,Sports & Fitness,products/p293.jpg
294,Cycling Helmet Adult,"57-61cm, 21 vents, adjustable fit, CE certified, multiple colors",18000.00,25,Sports & Fitness,products/p294.jpg
295,Whey Protein 1kg,"Whey protein isolate, 1kg, chocolate/vanilla, 25g protein/serving",45000.00,30,Sports & Fitness,products/p295.jpg
296,Water Bottle 1L Insulated,"Stainless steel, 1L, keeps cold 24hr/hot 12hr, leak-proof",8500.00,70,Sports & Fitness,products/p296.jpg
297,Nike Dri-FIT Shorts,"Polyester training shorts, elastic waist, sizes S-XXL, multi-color",14000.00,50,Sports & Fitness,products/p297.jpg
298,Adidas Ultraboost 22,"Running shoes, Boost midsole, Primeknit upper, sizes 39-46",120000.00,15,Sports & Fitness,products/p298.jpg
299,Pull-Up Bar Doorway,"Doorway pull-up bar, no screws, 70-100cm adjustable, 150kg max",18000.00,30,Sports & Fitness,products/p299.jpg
300,Gym Gloves Weightlifting,"Padded gym gloves, wrist support, sizes S-XL, anti-slip grip",8500.00,45,Sports & Fitness,products/p300.jpg
301,Treadmill Manual 3-Level,"Manual treadmill, 3 incline levels, LCD display, foldable, home gym",280000.00,8,Sports & Fitness,products/p301.jpg
302,Exercise Bike Stationary,"Stationary bike, 8 resistance levels, LCD display, adjustable seat",220000.00,6,Sports & Fitness,products/p302.jpg
303,Basketball Spalding Size 7,"Official size 7 basketball, rubber, indoor/outdoor, orange",18000.00,30,Sports & Fitness,products/p303.jpg
304,Tennis Racket Wilson,"Wilson Clash 100, graphite frame, 300g, grip size 4 3/8, with bag",65000.00,15,Sports & Fitness,products/p304.jpg
305,Swimming Goggles Anti-Fog,"Anti-fog swimming goggles, UV protection, adjustable strap, adult",8500.00,40,Sports & Fitness,products/p305.jpg
306,Foam Roller 45cm,"High-density foam roller, 45cm, for muscle recovery and massage",12000.00,35,Sports & Fitness,products/p306.jpg
307,Kettlebell 16kg,"Cast iron kettlebell, 16kg, powder-coated, flat base, home gym",35000.00,20,Sports & Fitness,products/p307.jpg
308,Skipping Rope Weighted,"Weighted skipping rope, 500g, adjustable length, foam handles",8500.00,45,Sports & Fitness,products/p308.jpg
309,Badminton Set 4-Player,"4 rackets + 3 shuttlecocks + net, carry bag, for outdoor/indoor",22000.00,25,Sports & Fitness,products/p309.jpg
310,Volleyball Mikasa Size 5,"Official size 5 volleyball, soft touch, indoor/outdoor, blue/yellow",18000.00,28,Sports & Fitness,products/p310.jpg
311,Gym Bag Sports 40L,"Polyester gym bag, shoe compartment, wet pocket, shoulder strap",18000.00,35,Sports & Fitness,products/p311.jpg
312,Ankle Weights 2kg Pair,"2kg ankle weights pair, adjustable velcro, for walking/exercise",8500.00,40,Sports & Fitness,products/p312.jpg
313,Push-Up Handles Pair,"Ergonomic push-up handles, non-slip, 360° rotation, steel frame",8000.00,45,Sports & Fitness,products/p313.jpg
314,Ab Roller Wheel,"Ab roller wheel, non-slip handles, knee pad included, core workout",8500.00,40,Sports & Fitness,products/p314.jpg
315,Cycling Gloves Half-Finger,"Half-finger cycling gloves, padded palm, sizes S-XL, breathable",6500.00,35,Sports & Fitness,products/p315.jpg
316,Sports Compression Socks,"Compression socks, sizes S-XL, for running/cycling, anti-blister",4500.00,60,Sports & Fitness,products/p316.jpg
317,Pampers Diapers Size 3 x52,"Soft & dry diapers, size 3 (6-10kg), 52 count, 12hr protection",12000.00,80,Baby & Kids,products/p317.jpg
318,Johnson Baby Lotion 500ml,"Gentle baby lotion, 500ml, clinically proven mild, 24hr moisture",6500.00,90,Baby & Kids,products/p318.jpg
319,Baby Feeding Bottle Set,"BPA-free bottles, 3-pack (150ml+250ml+300ml), anti-colic nipple",8500.00,60,Baby & Kids,products/p319.jpg
320,Kids School Backpack,"Lightweight school bag, 20L, padded straps, multiple pockets, 6-12yr",9500.00,55,Baby & Kids,products/p320.jpg
321,Lego Classic Bricks 484pcs,"Classic building bricks, 484 pieces, 33 colors, ages 4+",28000.00,25,Baby & Kids,products/p321.jpg
322,Baby Stroller Lightweight,"Foldable stroller, 0-36 months, 5-point harness, sun canopy",85000.00,10,Baby & Kids,products/p322.jpg
323,Kids Bicycle 16in,"16in wheel bicycle, training wheels, ages 4-7, multiple colors",45000.00,15,Baby & Kids,products/p323.jpg
324,Educational Puzzle 100pcs,"Wooden jigsaw puzzle, 100 pieces, animals theme, ages 3+",6500.00,50,Baby & Kids,products/p324.jpg
325,Baby Monitor WiFi,"WiFi baby monitor, 1080p camera, night vision, 2-way audio",65000.00,12,Baby & Kids,products/p325.jpg
326,Kids Clothing Set 3-piece,"Cotton t-shirt + shorts + cap set, ages 1-8, bright colors",7500.00,70,Baby & Kids,products/p326.jpg
327,Pampers Diapers Size 4 x44,"Soft & dry diapers, size 4 (9-14kg), 44 count, 12hr protection",12000.00,75,Baby & Kids,products/p327.jpg
328,Johnson Baby Shampoo 500ml,"Gentle baby shampoo, 500ml, no tears formula, mild and gentle",5500.00,85,Baby & Kids,products/p328.jpg
329,Baby Carrier Ergonomic,"Ergonomic baby carrier, 0-36 months, lumbar support, breathable",45000.00,15,Baby & Kids,products/p329.jpg
330,Kids Tablet 7in,"7in kids tablet, Android, parental controls, shockproof case, 32GB",85000.00,12,Baby & Kids,products/p330.jpg
331,Baby Crib Wooden,"Wooden baby crib, adjustable mattress height, safety rails, white",180000.00,6,Baby & Kids,products/p331.jpg
332,Kids Scooter 3-Wheel,"3-wheel scooter, adjustable height, ages 3-8, LED wheels, foldable",28000.00,20,Baby & Kids,products/p332.jpg
333,Baby Food Maker,"Steam + blend baby food maker, 400ml, BPA-free, easy clean",45000.00,12,Baby & Kids,products/p333.jpg
334,Kids Drawing Set 60pcs,"60-piece drawing set, crayons + colored pencils + markers, ages 3+",8500.00,45,Baby & Kids,products/p334.jpg
335,Baby Bath Tub,"Ergonomic baby bath tub, non-slip, 0-24 months, with temperature gauge",12000.00,30,Baby & Kids,products/p335.jpg
336,Kids Sneakers Velcro,"Canvas sneakers, velcro closure, sizes 20-35, colorful, easy on/off",8500.00,50,Baby & Kids,products/p336.jpg
337,Baby Blanket Soft,"Super soft fleece blanket, 100x75cm, machine washable, multi-color",5500.00,60,Baby & Kids,products/p337.jpg
338,Kids Lunch Box Set,"Stainless steel lunch box + water bottle set, leak-proof, ages 3+",8500.00,45,Baby & Kids,products/p338.jpg
339,Baby Teether Set 5pcs,"BPA-free silicone teethers, 5-pack, different shapes, easy to hold",4500.00,55,Baby & Kids,products/p339.jpg
340,Kids Helmet Bicycle,"Kids bicycle helmet, sizes 48-54cm, ages 3-8, CE certified, colorful",8500.00,30,Baby & Kids,products/p340.jpg
341,Baby Wipes 80pcs x3,"Gentle baby wipes, 80 count x3 packs, fragrance-free, alcohol-free",4500.00,100,Baby & Kids,products/p341.jpg
342,3-Seater Sofa Fabric,"Modern fabric sofa, 3-seater, foam cushions, wooden legs, grey/beige",280000.00,8,Furniture & Decor,products/p342.jpg
343,Office Chair Ergonomic,"Ergonomic office chair, lumbar support, adjustable height, mesh back",95000.00,15,Furniture & Decor,products/p343.jpg
344,Wooden Dining Table 6-Seater,"Solid wood dining table, 6-seater, 160x90cm, natural finish",320000.00,5,Furniture & Decor,products/p344.jpg
345,Queen Size Bed Frame,"Wooden queen bed frame, 160x200cm, headboard, slats included",280000.00,6,Furniture & Decor,products/p345.jpg
346,Wardrobe 3-Door,"3-door wardrobe, mirror, hanging rail + shelves, white/brown",380000.00,5,Furniture & Decor,products/p346.jpg
347,Bookshelf 5-Tier,"5-tier wooden bookshelf, 180x80x30cm, natural/white, easy assemble",65000.00,15,Furniture & Decor,products/p347.jpg
348,Coffee Table Wooden,"Solid wood coffee table, 120x60x45cm, natural finish, living room",55000.00,12,Furniture & Decor,products/p348.jpg
349,TV Stand 55in,"TV stand for up to 55in TV, 2 shelves, cable management, black/white",45000.00,15,Furniture & Decor,products/p349.jpg
350,Curtains Blackout 2-Panel,"Blackout curtains, 2 panels, 140x250cm, thermal insulated, multi-color",22000.00,30,Furniture & Decor,products/p350.jpg
351,Wall Clock Modern,"Silent wall clock, 30cm diameter, wooden frame, minimalist design",8500.00,40,Furniture & Decor,products/p351.jpg
352,Floor Lamp LED,"LED floor lamp, 3 color temperatures, dimmable, 150cm, modern design",35000.00,20,Furniture & Decor,products/p352.jpg
353,Throw Pillow Set 4pcs,"Decorative throw pillows, 4-pack, 45x45cm, various patterns, soft",12000.00,35,Furniture & Decor,products/p353.jpg
354,Area Rug 200x300cm,"Non-slip area rug, 200x300cm, geometric pattern, easy clean",65000.00,10,Furniture & Decor,products/p354.jpg
355,Desk Study Table,"Study desk, 120x60cm, 2 drawers, cable hole, white/brown",55000.00,12,Furniture & Decor,products/p355.jpg
356,Bedside Table 2-Drawer,"Bedside table, 2 drawers, 45x40x55cm, white/natural wood finish",28000.00,20,Furniture & Decor,products/p356.jpg
357,Shower Curtain Waterproof,"Waterproof shower curtain, 180x200cm, 12 hooks included, multi-design",8500.00,40,Furniture & Decor,products/p357.jpg
358,Kitchen Cabinet 2-Door,"2-door kitchen cabinet, 80x40x85cm, stainless steel handles, white",85000.00,8,Furniture & Decor,products/p358.jpg
359,Plastic Storage Drawer 5-Tier,"5-tier plastic storage drawers, 40x30x100cm, transparent, stackable",22000.00,25,Furniture & Decor,products/p359.jpg
360,Bathroom Mirror 60x80cm,"Frameless bathroom mirror, 60x80cm, wall-mounted, beveled edge",18000.00,20,Furniture & Decor,products/p360.jpg
361,Outdoor Garden Chair,"Plastic garden chair, stackable, UV-resistant, 120kg capacity, white",8500.00,30,Furniture & Decor,products/p361.jpg
362,Mattress 6in Queen,"6-inch foam mattress, queen size 160x200cm, medium firm, washable cover",180000.00,8,Furniture & Decor,products/p362.jpg
363,Laundry Basket Wicker,"Wicker laundry basket, 60L, lid, handles, natural/white, bathroom",12000.00,25,Furniture & Decor,products/p363.jpg
364,Picture Frame Set 5pcs,"Photo frames set, 5 pieces (4x6 to 8x10in), wall/desk, black/white",8500.00,35,Furniture & Decor,products/p364.jpg
